D,0,07/02/2019,13:41:02,2.948,23,772.168823
D,1,07/02/2019,13:41:04,2.944,23,771.192871
D,2,07/02/2019,13:42:01,3.118,21,378.255157
D,3,07/02/2019,13:43:01,3.134,20,295.987122
D,4,07/02/2019,13:44:01,3.138,21,230.137024
D,5,07/02/2019,13:45:01,3.142,21,430.645660
D,6,07/02/2019,13:46:01,3.146,21,529.465454
D,7,07/02/2019,13:47:01,3.150,21,462.270538
D,8,07/02/2019,13:48:01,3.154,21,687.634521
D,9,07/02/2019,13:49:01,3.154,21,723.317627
D,10,07/02/2019,13:50:01,3.158,21,730.594177
D,11,07/02/2019,13:51:01,3.158,21,725.379395
D,12,07/02/2019,13:52:01,3.158,21,725.912537
D,13,07/02/2019,13:53:01,3.162,21,769.880798
D,14,07/02/2019,13:54:01,3.162,21,741.299011
D,15,07/02/2019,13:55:01,3.162,20,745.484558
D,16,07/02/2019,13:56:01,3.162,20,795.411804
D,17,07/02/2019,13:57:01,3.166,20,811.132263
D,18,07/02/2019,13:58:01,3.162,21,725.587219
D,19,07/02/2019,13:59:01,3.162,20,744.837158
D,20,07/02/2019,14:00:01,3.162,19,837.281311
D,21,07/02/2019,14:01:01,3.162,20,800.383911
D,22,07/02/2019,14:02:01,3.162,20,750.408875
D,23,07/02/2019,14:03:01,3.166,20,692.089844
D,24,07/02/2019,14:04:01,3.166,20,696.558289
D,25,07/02/2019,14:05:01,3.162,20,655.901855
D,26,07/02/2019,14:06:01,3.162,20,631.316345
D,27,07/02/2019,14:07:01,3.162,20,673.069397
D,28,07/02/2019,14:08:01,3.162,20,590.406494
D,29,07/02/2019,14:09:01,3.158,20,669.693359
D,30,07/02/2019,14:10:01,3.160,20,639.690674
D,31,07/02/2019,14:11:01,3.162,20,656.567749
D,32,07/02/2019,14:12:01,3.158,19,658.825317
D,33,07/02/2019,14:13:01,3.160,20,655.461243
D,34,07/02/2019,14:14:01,3.158,20,35.205509
D,35,07/02/2019,14:15:01,3.158,21,182.472839
D,36,07/02/2019,14:16:01,3.158,21,756.278564
D,37,07/02/2019,14:17:01,3.162,21,385.313019
D,38,07/02/2019,14:18:01,3.158,21,102.595139
D,39,07/02/2019,14:19:01,3.160,21,119.768135
D,40,07/02/2019,14:20:01,3.158,21,119.441734
D,41,07/02/2019,14:21:01,3.158,21,67.065544
D,42,07/02/2019,14:22:01,3.158,20,121.318535
D,43,07/02/2019,14:23:01,3.158,20,85.982468
D,44,07/02/2019,14:24:01,3.154,19,112.365379
D,45,07/02/2019,14:25:01,3.154,18,119.540733
D,46,07/02/2019,14:26:01,3.152,18,115.153923
D,47,07/02/2019,14:27:01,3.150,18,112.509003
D,48,07/02/2019,14:28:01,3.150,19,113.243401
D,49,07/02/2019,14:29:01,3.150,18,114.250877
D,50,07/02/2019,14:30:01,3.150,18,112.011780
D,51,07/02/2019,14:31:01,3.146,18,112.161926
D,52,07/02/2019,14:32:01,3.146,18,111.220802
D,53,07/02/2019,14:33:01,3.150,18,110.314491
D,54,07/02/2019,14:34:01,3.144,18,108.795654
D,55,07/02/2019,14:35:01,3.142,18,108.324547
D,56,07/02/2019,14:36:01,3.142,18,109.958725
D,57,07/02/2019,14:37:01,3.142,18,110.590851
D,58,07/02/2019,14:38:01,3.142,18,109.206909
D,59,07/02/2019,14:39:01,3.142,17,108.081924
D,60,07/02/2019,14:40:01,3.142,17,113.599167
D,61,07/02/2019,14:41:01,3.138,17,109.736771
D,62,07/02/2019,14:42:01,3.138,17,96.401154
D,63,07/02/2019,14:43:01,3.136,17,53.984566
D,64,07/02/2019,14:44:01,3.134,17,60.852753
D,65,07/02/2019,14:45:01,3.134,17,115.200714
D,66,07/02/2019,14:46:01,3.134,18,115.763199
D,67,07/02/2019,14:47:01,3.136,17,117.881531
D,68,07/02/2019,14:48:01,3.134,18,119.293755
D,69,07/02/2019,14:49:01,3.134,18,115.771912
D,70,07/02/2019,14:50:01,3.134,18,117.979454
D,71,07/02/2019,14:51:01,3.134,18,112.183678
D,72,07/02/2019,14:52:01,3.134,18,113.739525
D,73,07/02/2019,14:53:01,3.134,18,114.779648
D,74,07/02/2019,14:54:01,3.134,18,118.674690
D,75,07/02/2019,14:55:01,3.134,18,116.842491
D,76,07/02/2019,14:56:01,3.134,18,100.556221
D,77,07/02/2019,14:57:01,3.130,18,115.198532
D,78,07/02/2019,14:58:01,3.130,18,117.396286
D,79,07/02/2019,14:59:01,3.130,18,61.711021
D,80,07/02/2019,15:00:01,3.134,18,122.702469
D,81,07/02/2019,15:01:01,3.130,18,124.401924
D,82,07/02/2019,15:02:01,3.134,18,128.252350
D,83,07/02/2019,15:03:01,3.130,18,121.641670
D,84,07/02/2019,15:04:01,3.126,18,121.915848
D,85,07/02/2019,15:05:01,3.126,18,121.829887
D,86,07/02/2019,15:06:01,3.126,18,119.819267
D,87,07/02/2019,15:07:01,3.126,18,117.687866
D,88,07/02/2019,15:08:01,3.126,18,116.917564
D,89,07/02/2019,15:09:01,3.126,18,114.924355
D,90,07/02/2019,15:10:01,3.126,18,114.857979
D,91,07/02/2019,15:11:01,3.126,18,113.722115
D,92,07/02/2019,15:12:01,3.126,18,114.088768
D,93,07/02/2019,15:13:01,3.126,19,113.586113
D,94,07/02/2019,15:14:01,3.126,18,112.382774
D,95,07/02/2019,15:15:01,3.126,18,105.944000
D,96,07/02/2019,15:16:01,3.122,18,106.603325
D,97,07/02/2019,15:17:01,3.126,18,105.681793
D,98,07/02/2019,15:18:01,3.122,17,48.247086
D,99,07/02/2019,15:19:01,3.122,18,50.743954
D,100,07/02/2019,15:20:01,3.126,18,59.661293
D,101,07/02/2019,15:21:01,3.122,18,109.151421
D,102,07/02/2019,15:22:01,3.122,18,85.537476
D,103,07/02/2019,15:23:01,3.122,18,103.223999
D,104,07/02/2019,15:24:01,3.122,18,6.108243
D,105,07/02/2019,15:25:01,3.122,18,6.269855
D,106,07/02/2019,15:26:01,3.122,18,4.814209
D,107,07/02/2019,15:27:01,3.122,18,4.077013
D,108,07/02/2019,15:28:01,3.122,18,4.303002
D,109,07/02/2019,15:29:01,3.118,18,4.191469
D,110,07/02/2019,15:30:01,3.118,18,4.333507
D,111,07/02/2019,15:31:01,3.118,19,6.383866
D,112,07/02/2019,15:32:01,3.106,18,765.288391
D,113,07/02/2019,15:35:01,2.883,22,2.462045
D,114,07/02/2019,15:35:02,2.883,23,2.668524
D,115,07/02/2019,15:36:00,3.038,20,2.120366
D,116,07/02/2019,15:37:00,3.049,20,2.090690
D,117,07/02/2019,15:38:00,3.060,21,2.133352
D,118,07/02/2019,15:39:00,3.064,21,2.139488
D,119,07/02/2019,15:40:00,3.068,20,2.155245
D,120,07/02/2019,15:41:00,3.068,20,2.149791
D,121,07/02/2019,15:42:00,3.072,20,2.146993
D,122,07/02/2019,15:43:00,3.076,20,2.142628
D,123,07/02/2019,15:44:00,3.079,20,2.140367
D,124,07/02/2019,15:45:00,3.079,20,2.134525
D,125,07/02/2019,15:46:00,3.079,19,2.130628
D,126,07/02/2019,15:47:00,3.079,20,2.130782
D,127,07/02/2019,15:48:00,3.083,19,2.116395
D,128,07/02/2019,15:49:00,3.079,19,0.563764
D,129,07/02/2019,15:50:00,3.083,19,0.177723
D,130,07/02/2019,15:51:00,3.087,19,0.169389
D,131,07/02/2019,15:52:01,3.083,19,595.118591
D,132,07/02/2019,15:53:01,3.083,19,574.954651
D,133,07/02/2019,15:54:01,3.087,19,493.747467
D,134,07/02/2019,15:55:01,3.087,19,567.024292
D,135,07/02/2019,15:56:01,3.087,19,574.081055
D,136,07/02/2019,15:57:01,3.083,19,461.394653
