D,0,07/01/2019,15:30:02,2.927,24,376.469757
D,1,07/01/2019,15:30:04,2.927,24,376.763519
D,2,07/01/2019,15:31:01,3.083,20,384.882172
D,3,07/01/2019,15:32:01,3.095,21,389.152588
D,4,07/01/2019,15:33:01,3.103,21,387.752319
D,5,07/01/2019,15:34:01,3.103,20,384.008514
D,6,07/01/2019,15:35:01,3.106,21,240.224960
D,7,07/01/2019,15:36:01,3.106,21,405.294159
D,8,07/01/2019,15:37:01,3.110,21,261.325653
D,9,07/01/2019,15:38:01,3.110,21,176.513855
D,10,07/01/2019,15:39:01,3.110,21,142.644424
D,11,07/01/2019,15:40:01,3.110,21,187.204544
D,12,07/01/2019,15:41:01,3.114,21,357.892181
D,13,07/01/2019,15:42:01,3.110,21,353.510803
D,14,07/01/2019,15:43:01,3.110,21,349.954102
D,15,07/01/2019,15:44:01,3.110,21,347.836884
D,16,07/01/2019,15:45:01,3.110,21,302.640259
D,17,07/01/2019,15:46:01,3.110,21,202.451782
D,18,07/01/2019,15:47:01,3.110,21,127.026176
D,19,07/01/2019,15:48:01,3.110,21,282.417603
D,20,07/01/2019,15:49:01,3.114,22,276.098480
D,21,07/01/2019,15:50:01,3.110,23,282.185883
D,22,07/01/2019,15:51:01,3.110,23,284.053955
D,23,07/01/2019,15:52:01,3.110,22,293.953674
D,24,07/01/2019,15:53:01,3.110,22,297.025085
D,25,07/01/2019,15:54:01,3.110,22,296.742218
D,26,07/01/2019,15:55:01,3.110,22,303.521545
D,27,07/01/2019,15:56:01,3.110,22,310.230133
D,28,07/01/2019,15:57:01,3.106,21,312.369171
D,29,07/01/2019,15:58:01,3.103,21,317.354370
D,30,07/01/2019,15:59:01,3.103,21,318.018036
D,31,07/01/2019,16:00:01,3.103,21,321.752075
D,32,07/01/2019,16:01:01,3.103,21,333.163025
D,33,07/01/2019,16:02:01,3.099,21,343.501190
D,34,07/01/2019,16:03:01,3.095,21,354.528076
D,35,07/01/2019,16:04:01,3.095,21,378.676239
D,36,07/01/2019,16:05:01,3.095,20,389.789062
D,37,07/01/2019,16:06:01,3.095,21,392.094543
D,38,07/01/2019,16:07:01,3.091,20,413.082031
D,39,07/01/2019,16:08:01,3.087,21,419.585022
D,40,07/01/2019,16:09:01,3.087,20,429.543488
D,41,07/01/2019,16:10:00,3.087,21,1.810940
D,42,07/01/2019,16:11:00,3.087,21,0.000000
D,43,07/01/2019,16:12:00,3.087,21,-0.000015
D,44,07/01/2019,16:13:00,3.083,21,0.000003
D,45,07/01/2019,16:14:00,3.083,20,0.000000
D,46,07/01/2019,16:15:00,3.087,20,-0.001439
D,47,07/01/2019,16:16:00,3.083,20,-0.000368
D,48,07/01/2019,16:17:00,3.079,20,-0.000722
D,49,07/01/2019,16:18:00,3.079,20,-0.000373
D,50,07/01/2019,16:19:00,3.079,22,0.000061
D,51,07/01/2019,16:20:00,3.079,22,-0.000015
D,52,07/01/2019,16:21:00,3.079,21,-0.000329
D,53,07/01/2019,16:22:00,3.079,21,-0.000265
D,54,07/01/2019,16:23:00,3.079,22,0.000013
D,55,07/01/2019,16:24:00,3.079,21,0.000075
D,56,07/01/2019,16:25:00,3.079,22,-0.000228
D,57,07/01/2019,16:26:00,3.076,22,0.000049
D,58,07/01/2019,16:27:00,3.076,22,-0.000198
D,59,07/01/2019,16:28:00,3.074,22,-0.000063
D,60,07/01/2019,16:29:00,3.076,22,-0.000556
D,61,07/01/2019,16:30:02,3.076,24,-1.000000
D,62,07/01/2019,16:31:02,3.079,26,-1.000000
D,63,07/01/2019,16:32:02,3.079,28,-1.000000
D,64,07/01/2019,16:33:02,3.083,29,-1.000000
D,65,07/01/2019,16:34:02,3.087,34,-1.000000
D,66,07/01/2019,16:35:02,3.095,38,-1.000000
D,67,07/01/2019,16:36:02,3.099,41,-1.000000
D,68,07/01/2019,16:37:02,3.105,42,-1.000000
D,69,07/01/2019,16:38:02,3.110,44,-1.000000
D,70,07/01/2019,16:39:02,3.114,47,-1.000000
D,71,07/01/2019,16:40:02,3.122,49,-1.000000
D,72,07/01/2019,16:41:02,3.126,50,-1.000000
D,73,07/01/2019,16:42:02,3.130,52,-1.000000
